npm/npmjs/@theia/outline-view/1.6.0, , approved, eclipse
npm/npmjs/-/merge2/1.4.1, MIT, approved, clearlydefined
npm/npmjs/@types/markdown-it/10.0.2, MIT, approved, clearlydefined
npm/npmjs/-/with-open-file/0.1.7, MIT, approved, clearlydefined
npm/npmjs/-/is-stream/2.0.0, MIT, approved, clearlydefined
npm/npmjs/@types/request/2.48.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-destructuring/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-member-expression-to-functions/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/ajv-keywords/3.5.2, MIT, approved, clearlydefined
npm/npmjs/@phosphor/disposable/1.3.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/estraverse/5.2.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/dot-prop/5.3.0, MIT, approved, clearlydefined
npm/npmjs/-/parse-json/5.1.0, MIT, approved, clearlydefined
npm/npmjs/-/unicode-match-property-ecmascript/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/extglob/0.3.2, MIT, approved, clearlydefined
npm/npmjs/-/acorn/6.4.2, MIT, approved, clearlydefined
npm/npmjs/-/send/0.17.1, MIT, approved, clearlydefined
npm/npmjs/-/isobject/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-final-newline/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/paged-request/2.0.1, MIT, approved, clearlydefined
npm/npmjs/@types/tar-stream/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/is-promise/2.2.2, MIT, approved, clearlydefined
npm/npmjs/-/read-config-file/6.0.0, MIT, approved, clearlydefined
npm/npmjs/-/figures/3.2.0, MIT, approved, clearlydefined
npm/npmjs/-/console-browserify/1.2.0, MIT, approved, clearlydefined
npm/npmjs/-/7zip-bin/5.0.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-optional-chaining/7.8.3, MIT, approved, clearlydefined
npm/npmjs/-/es-to-primitive/1.2.1, MIT, approved, clearlydefined
npm/npmjs/-/flush-write-stream/1.1.1, MIT, approved, clearlydefined
npm/npmjs/@types/uglify-js/3.11.0, MIT, approved, clearlydefined
npm/npmjs/-/package-json/6.5.0, MIT, approved, clearlydefined
npm/npmjs/-/map-age-cleaner/0.1.3, MIT, approved, clearlydefined
npm/npmjs/-/tmp/0.0.33, MIT, approved, clearlydefined
npm/npmjs/-/is-fullwidth-code-point/3.0.0, MIT, approved, clearlydefined
npm/npmjs/@types/puppeteer/2.1.5, MIT, approved, clearlydefined
npm/npmjs/-/prettier/1.19.1, MIT, approved, clearlydefined
npm/npmjs/@types/tough-cookie/4.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-ansi/5.2.0, MIT, approved, clearlydefined
npm/npmjs/-/registry-auth-token/4.2.0, MIT, approved, clearlydefined
npm/npmjs/@types/prop-types/15.7.3, MIT, approved, clearlydefined
npm/npmjs/@types/json-schema/7.0.6, MIT, approved, clearlydefined
npm/npmjs/-/tslint/5.20.1, Apache-2.0, approved, clearlydefined
npm/npmjs/-/p-timeout/1.2.1, MIT, approved, clearlydefined
npm/npmjs/-/ajv-errors/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/lowercase-keys/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-outer/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/aws4/1.10.1, MIT, approved, clearlydefined
npm/npmjs/-/native-keymap/2.2.0, MIT, approved, clearlydefined
npm/npmjs/-/react-perfect-scrollbar/1.5.8, MIT, approved, clearlydefined
npm/npmjs/-/nsfw/1.2.9, MIT, approved, clearlydefined
npm/npmjs/-/cli-cursor/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/extract-zip/1.7.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/json-schema-typed/7.0.3, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/mimic-response/2.1.0, MIT, approved, clearlydefined
npm/npmjs/@babel/highlight/7.10.4, MIT, approved, clearlydefined
npm/npmjs/@szmarczak/http-timer/1.1.2, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-block-scoping/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@phosphor/collections/1.2.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/npm-api/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/vscode-languageserver-types/3.15.1, MIT, approved, clearlydefined
npm/npmjs/@types/react-virtualized/9.21.10, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-async-generator-functions/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/file-uri-to-path/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/fs-extra/8.1.0, MIT, approved, clearlydefined
npm/npmjs/@types/chai/4.2.14, MIT, approved, clearlydefined
npm/npmjs/@types/bent/7.3.1, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-new-target/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/assign-symbols/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/external-editor/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/object.assign/4.1.0, MIT, approved, clearlydefined
npm/npmjs/-/unicode-canonical-property-names-ecmascript/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/parse-srcset/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/is-installed-globally/0.3.2, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-nullish-coalescing-operator/7.8.3, MIT, approved, clearlydefined
npm/npmjs/-/mem/4.3.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-simple-access/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/psl/1.8.0, MIT, approved, clearlydefined
npm/npmjs/-/tar-stream/2.1.4, MIT, approved, clearlydefined
npm/npmjs/-/escalade/3.1.1, MIT, approved, clearlydefined
npm/npmjs/-/invert-kv/2.0.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-classes/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/ast/1.9.0, MIT, approved, clearlydefined
npm/npmjs/-/shallow-clone/3.0.1, MIT, approved, clearlydefined
npm/npmjs/-/source-map-support/0.5.19, MIT, approved, clearlydefined
npm/npmjs/-/set-getter/0.1.0, MIT, approved, clearlydefined
npm/npmjs/-/es6-error/4.1.1, MIT, approved, clearlydefined
npm/npmjs/-/flat/4.1.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/react/16.14.0, MIT, approved, clearlydefined
npm/npmjs/-/yargs-unparser/1.6.0, MIT, approved, clearlydefined
npm/npmjs/-/when/3.7.8, MIT, approved, clearlydefined
npm/npmjs/-/global-dirs/2.0.1, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-wrap-function/7.12.3, MIT, approved, clearlydefined
npm/npmjs/-/is-wsl/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/stat-mode/1.0.0, MIT, approved, clearlydefined
npm/npmjs/@types/safer-buffer/2.1.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-modules-systemjs/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/async-exit-hook/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/onetime/2.0.1, MIT, approved, clearlydefined
npm/npmjs/@types/webpack/4.41.23, MIT, approved, clearlydefined
npm/npmjs/-/universalify/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/through2/3.0.2, MIT, approved, clearlydefined
npm/npmjs/-/computed-style/0.1.4, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-unicode-regex/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/react-virtualized/9.22.2, MIT, approved, clearlydefined
npm/npmjs/-/to-regex-range/5.0.1, MIT, approved, clearlydefined
npm/npmjs/-/cross-spawn-async/2.2.5, MIT, approved, clearlydefined
npm/npmjs/-/enhanced-resolve/4.3.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-builder-binary-assignment-operator-visitor/7.10.4, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-create-regexp-features-plugin/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/bl/4.0.3, MIT, approved, clearlydefined
npm/npmjs/-/string-width/3.1.0, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-api-error/1.9.0, MIT, approved, clearlydefined
npm/npmjs/-/is-ci/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/array-unique/0.2.1, MIT, approved, clearlydefined
npm/npmjs/-/array-union/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/typedarray-to-buffer/3.1.5, MIT, approved, clearlydefined
npm/npmjs/@phosphor/messaging/1.3.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/memory-fs/0.5.0, MIT, approved, clearlydefined
npm/npmjs/-/puppeteer-to-istanbul/1.4.0, ISC, approved, clearlydefined
npm/npmjs/@phosphor/dragdrop/1.4.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/vscode-languageserver-textdocument/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/write-file-atomic/2.4.3, ISC, approved, clearlydefined
npm/npmjs/-/browserslist/4.14.5, MIT, approved, clearlydefined
npm/npmjs/-/napi-build-utils/1.0.2, MIT, approved, clearlydefined
npm/npmjs/@types/mdurl/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/expand-range/1.8.2, MIT, approved, clearlydefined
npm/npmjs/-/conf/6.2.4, MIT, approved, clearlydefined
npm/npmjs/-/mkdirp-classic/0.5.3, MIT, approved, clearlydefined
npm/npmjs/-/upath/1.2.0, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/wasm-edit/1.9.0, MIT, approved, clearlydefined
npm/npmjs/-/run-async/2.4.1, MIT, approved, clearlydefined
npm/npmjs/-/unzipper/0.9.15, MIT, approved, clearlydefined
npm/npmjs/@types/mkdirp/0.5.2, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-optional-catch-binding/7.8.3, MIT, approved, clearlydefined
npm/npmjs/-/react-dom/16.14.0, MIT, approved, clearlydefined
npm/npmjs/-/query-string/5.1.1, MIT, approved, clearlydefined
npm/npmjs/-/spawn-rx/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/ansi-align/3.0.0, ISC, approved, clearlydefined
npm/npmjs/-/at-least-node/1.0.0, ISC, approved, clearlydefined
npm/npmjs/-/is-obj/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/csstype/3.0.3, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-compilation-targets/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/big-integer/1.6.48, Unlicense, approved, clearlydefined
npm/npmjs/-/lru-cache/6.0.0, ISC, approved, clearlydefined
npm/npmjs/@babel/code-frame/7.10.4, MIT, approved, clearlydefined
npm/npmjs/-/macaddress/0.2.9, MIT, approved, clearlydefined
npm/npmjs/-/babel-plugin-dynamic-import-node/2.3.3, MIT, approved, clearlydefined
npm/npmjs/-/is-npm/4.0.0, MIT, approved, clearlydefined
npm/npmjs/-/escape-goat/2.1.1, MIT, approved, clearlydefined
npm/npmjs/-/electron-builder/22.9.1, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-object-super/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/is-electron/2.2.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-hoist-variables/7.10.4, MIT, approved, clearlydefined
npm/npmjs/-/serve-static/1.14.1, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-dotall-regex/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/arrify/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/elliptic/6.5.3, MIT, approved, clearlydefined
npm/npmjs/-/chownr/2.0.0, ISC, approved, clearlydefined
npm/npmjs/-/chromium-pickle-js/0.2.0, MIT, approved, clearlydefined
npm/npmjs/-/aggregate-error/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/dotenv-expand/5.1.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/inquirer/7.3.3, MIT, approved, clearlydefined
npm/npmjs/-/autosize/4.0.2, MIT, approved, clearlydefined
npm/npmjs/-/ansi-escapes/4.3.1, MIT, approved, clearlydefined
npm/npmjs/-/esrecurse/4.3.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/to-readable-stream/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/bent/7.3.12, Apache-2.0, approved, clearlydefined
npm/npmjs/-/scheduler/0.19.1, MIT, approved, clearlydefined
npm/npmjs/-/node-releases/1.1.64, MIT, approved, clearlydefined
npm/npmjs/-/is-callable/1.2.2, MIT, approved, clearlydefined
npm/npmjs/-/rimraf/3.0.2, ISC, approved, clearlydefined
npm/npmjs/-/pkg-up/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/term-size/2.2.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-regenerator/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/idb/4.0.5, ISC, approved, clearlydefined
npm/npmjs/-/string.prototype.trimstart/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/react-is/16.13.1, MIT, approved, clearlydefined
npm/npmjs/-/fs-minipass/2.1.0, ISC, approved, clearlydefined
npm/npmjs/-/vscode-uri/2.1.2, MIT, approved, clearlydefined
npm/npmjs/-/lines-and-columns/1.1.6, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-typeof-symbol/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-dynamic-import/7.8.3, MIT, approved, clearlydefined
npm/npmjs/@babel/compat-data/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/figgy-pudding/3.5.2, ISC, approved, clearlydefined
npm/npmjs/-/is-object/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/buffer-indexof-polyfill/1.0.2, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-module-imports/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/object.omit/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/trash/6.1.1, MIT, approved, clearlydefined
npm/npmjs/-/type-fest/0.11.0, MIT OR (CC0-1.0 AND MIT), approved, clearlydefined
npm/npmjs/-/replace-ext/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/worker-farm/1.7.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-nullish-coalescing-operator/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-named-capturing-groups-regex/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/has-symbol-support-x/1.4.2, MIT, approved, clearlydefined
npm/npmjs/-/sanitize-filename/1.6.3, ISC OR WTFPL OR (ISC AND WTFPL), approved, clearlydefined
npm/npmjs/@babel/plugin-transform-property-literals/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/pretty-bytes/5.4.1, MIT, approved, clearlydefined
npm/npmjs/@phosphor/virtualdom/1.2.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/convert-source-map/1.7.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-json-strings/7.8.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-sticky-regex/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/inversify/5.0.1, MIT, approved, clearlydefined
npm/npmjs/-/filenamify/4.2.0, MIT, approved, clearlydefined
npm/npmjs/-/hash-base/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/has-values/0.1.4, MIT, approved, clearlydefined
npm/npmjs/-/raw-body/2.4.0, MIT, approved, clearlydefined
npm/npmjs/-/ps-tree/1.2.0, MIT, approved, clearlydefined
npm/npmjs/@types/linkify-it/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/component-emitter/1.3.0, MIT, approved, clearlydefined
npm/npmjs/-/dompurify/2.1.1, Apache-2.0 OR MPL-2.0 OR (Apache-2.0 AND MPL-2.0), approved, clearlydefined
npm/npmjs/-/copy-webpack-plugin/4.6.0, MIT, approved, clearlydefined
npm/npmjs/-/cloneable-readable/1.1.3, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/utf8/1.9.0, MIT, approved, clearlydefined
npm/npmjs/-/utf8-byte-length/1.0.4, WTFPL, approved, clearlydefined
npm/npmjs/-/dotenv/8.2.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/@webassemblyjs/wasm-parser/1.9.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-export-namespace-from/7.8.3, MIT, approved, clearlydefined
npm/npmjs/-/jsonc-parser/2.3.1, MIT, approved, clearlydefined
npm/npmjs/-/is-retry-allowed/1.2.0, MIT, approved, clearlydefined
npm/npmjs/-/node-libs-browser/2.2.1, MIT, approved, clearlydefined
npm/npmjs/-/drivelist/9.1.0, Apache-2.0, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-logical-assignment-operators/7.10.4, MIT, approved, clearlydefined
npm/npmjs/-/body-parser/1.19.0, MIT, approved, clearlydefined
npm/npmjs/-/js-base64/2.6.4, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@babel/helper-function-name/7.10.4, MIT, approved, clearlydefined
npm/npmjs/-/clone-stats/1.0.0, MIT, approved, clearlydefined
npm/npmjs/@types/events/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-bom-buf/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/circular-dependency-plugin/5.2.0, ISC, approved, clearlydefined
npm/npmjs/-/unicode-property-aliases-ecmascript/1.1.0, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/ieee754/1.9.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-template-literals/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/agent-base/5.1.1, MIT, approved, clearlydefined
npm/npmjs/-/error/7.2.1, MIT, approved, clearlydefined
npm/npmjs/-/core-js/3.6.5, MIT, approved, clearlydefined
npm/npmjs/-/arr-diff/2.0.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-computed-properties/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/chardet/0.7.0, MIT, approved, clearlydefined
npm/npmjs/-/npm-conf/1.1.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-reserved-words/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/electron-rebuild/1.11.0, MIT, approved, clearlydefined
npm/npmjs/-/chalk/4.1.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-validator-identifier/7.10.4, MIT, approved, clearlydefined
npm/npmjs/@babel/preset-modules/0.1.4, MIT, approved, clearlydefined
npm/npmjs/-/which/2.0.2, ISC, approved, clearlydefined
npm/npmjs/@types/debug/4.1.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-arrow-functions/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/electron-publish/22.9.1, MIT, approved, clearlydefined
npm/npmjs/-/ansi-regex/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/string_decoder/1.3.0, MIT, approved, clearlydefined
npm/npmjs/@types/semver/7.3.4, MIT, approved, clearlydefined
npm/npmjs/-/sumchecker/2.0.2, Apache-2.0, approved, clearlydefined
npm/npmjs/@webassemblyjs/wast-parser/1.9.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-explode-assignable-expression/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@phosphor/widgets/1.9.3, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/commands/1.7.2, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/is-date-object/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/connect/3.7.0, MIT, approved, clearlydefined
npm/npmjs/-/tar/6.0.5, ISC, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-function-name/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/neo-async/2.6.2, MIT, approved, clearlydefined
npm/npmjs/@types/tapable/1.0.6, MIT, approved, clearlydefined
npm/npmjs/-/strip-bom/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/node-environment-flags/1.0.6, Apache-2.0, approved, clearlydefined
npm/npmjs/-/has-symbols/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/infer-owner/1.0.4, ISC, approved, clearlydefined
npm/npmjs/-/fast-json-stable-stringify/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/p-debounce/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/url-to-options/1.0.1, MIT, approved, clearlydefined
npm/npmjs/@yarnpkg/lockfile/1.1.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/dom-serializer/1.1.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-json-strings/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/debounce-fn/3.0.1, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-dynamic-import/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/escape-string-regexp/4.0.0, MIT, approved, clearlydefined
npm/npmjs/-/watchpack/1.7.4, MIT, approved, clearlydefined
npm/npmjs/-/sort-keys/1.1.2, MIT, approved, clearlydefined
npm/npmjs/-/ansi-colors/3.2.3, MIT, approved, clearlydefined
npm/npmjs/-/flow-parser/0.136.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-create-class-features-plugin/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/mem-fs/1.2.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-class-properties/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/perfect-scrollbar/1.5.0, MIT, approved, clearlydefined
npm/npmjs/-/shebang-command/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/hosted-git-info/2.8.8, ISC, approved, clearlydefined
npm/npmjs/-/download-stats/0.3.4, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-top-level-await/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-async-to-generator/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/yargs-parser/20.2.3, ISC, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-buffer/1.9.0, MIT, approved, clearlydefined
npm/npmjs/-/cyclist/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/node-fetch/2.6.1, MIT, approved, clearlydefined
npm/npmjs/-/crypto-random-string/2.0.0, MIT, approved, clearlydefined
npm/npmjs/@types/cookie/0.3.3, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-plugin-utils/7.10.4, MIT, approved, clearlydefined
npm/npmjs/@phosphor/algorithm/1.2.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-parameters/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/loader-runner/2.4.0, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-unicode-escapes/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/xterm/4.9.0, MIT, approved, clearlydefined
npm/npmjs/-/configstore/5.0.1, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/jsonfile/6.0.1, MIT, approved, clearlydefined
npm/npmjs/-/is-negative-zero/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/mime-db/1.44.0, MIT, approved, clearlydefined
npm/npmjs/-/color-string/0.3.0, MIT, approved, clearlydefined
npm/npmjs/-/puppeteer/2.1.1, Apache-2.0, approved, clearlydefined
npm/npmjs/-/sprintf-js/1.1.2, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/vinyl-file/3.0.0, MIT, approved, clearlydefined
npm/npmjs/@types/anymatch/1.3.1, MIT, approved, clearlydefined
npm/npmjs/-/matcher/3.0.0, MIT, approved, clearlydefined
npm/npmjs/@types/express/4.17.8, MIT, approved, clearlydefined
npm/npmjs/-/randombytes/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/events/3.2.0, MIT, approved, clearlydefined
npm/npmjs/-/vscode-ripgrep/1.9.0, MIT, approved, clearlydefined
npm/npmjs/-/clone-buffer/1.0.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-split-export-declaration/7.11.0, MIT, approved, clearlydefined
npm/npmjs/-/resolve/1.18.1, MIT, approved, clearlydefined
npm/npmjs/-/node-abi/2.19.1, MIT, approved, clearlydefined
npm/npmjs/-/boolean/3.0.1, MIT, approved, clearlydefined
npm/npmjs/-/electron/9.3.2, MIT, approved, clearlydefined
npm/npmjs/-/responselike/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/semver-compare/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strict-uri-encode/1.1.0, MIT, approved, clearlydefined
npm/npmjs/@babel/core/7.12.3, MIT, approved, clearlydefined
npm/npmjs/-/linkify-it/2.2.0, MIT, approved, clearlydefined
npm/npmjs/-/https-proxy-agent/4.0.0, MIT, approved, clearlydefined
npm/npmjs/-/browserify-sign/4.2.1, ISC, approved, clearlydefined
npm/npmjs/-/cacache/12.0.4, ISC, approved, clearlydefined
npm/npmjs/-/bytes/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/parallel-transform/1.2.0, MIT, approved, clearlydefined
npm/npmjs/-/nested-error-stacks/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/semver/7.3.2, ISC, approved, clearlydefined
npm/npmjs/-/source-list-map/0.1.8, MIT, approved, clearlydefined
npm/npmjs/-/json-parse-even-better-errors/2.3.1, MIT, approved, clearlydefined
npm/npmjs/-/sshpk/1.16.1, MIT, approved, clearlydefined
npm/npmjs/@babel/types/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/graceful-fs/4.2.4, ISC, approved, clearlydefined
npm/npmjs/-/simple-get/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/cli-spinners/0.1.2, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-skip-transparent-expression-wrappers/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/binary-extensions/1.13.1, MIT, approved, clearlydefined
npm/npmjs/-/vscode-jsonrpc/5.0.1, MIT, approved, clearlydefined
npm/npmjs/-/serialize-error/7.0.1, MIT, approved, clearlydefined
npm/npmjs/-/npm-run-path/4.0.1, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-remap-async-to-generator/7.12.1, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-for-of/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/reconnecting-websocket/4.4.0, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-get-function-arity/7.10.4, MIT, approved, clearlydefined
npm/npmjs/-/regenerate-unicode-properties/8.2.0, MIT, approved, clearlydefined
npm/npmjs/-/listenercount/1.0.1, ISC, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-optional-catch-binding/7.12.1, MIT, approved, clearlydefined
npm/npmjs/-/is-yarn-global/0.3.0, MIT, approved, clearlydefined
npm/npmjs/@babel/template/7.10.4, MIT, approved, clearlydefined
npm/npmjs/-/lazy-cache/2.0.2, MIT, approved, clearlydefined
npm/npmjs/-/vhost/3.0.2, MIT, approved, clearlydefined
npm/npmjs/-/glob-parent/5.1.1, ISC, approved, clearlydefined
npm/npmjs/-/ci-info/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/clsx/1.1.1, MIT, approved, clearlydefined
npm/npmjs/@stroncium/procfs/1.2.1, CC0-1.0, approved, clearlydefined
npm/npmjs/-/braces/1.8.5, MIT, approved, clearlydefined
npm/npmjs/-/global-tunnel-ng/2.7.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/pdfobject/2.2.4, MIT, approved, clearlydefined
npm/npmjs/-/filelist/1.0.1, Apache-2.0, approved, clearlydefined
npm/npmjs/-/lcid/2.0.0, MIT, approved, clearlydefined
